matrix_id,npz_file,npz_key,shape,dtype,unit,row_layout_id_optional,column_layout_id_optional,derivation_source,description,quality_flag,measurement_checkpoint_id_optional,operator_set_id_optional,data_nature,engineering_claim_allowed,future_part_id_optional,reference_sms_id_optional,mapping_semantics_optional,mapping_role_optional,probability_interpretation_allowed
W_TOTAL_CLAMP_02,multi_part_matrices.npz,W_TOTAL_CLAMP_02,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_JOIN_03,multi_part_matrices.npz,W_TOTAL_JOIN_03,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_LOCATE_01,multi_part_matrices.npz,W_TOTAL_LOCATE_01,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS101,multi_part_matrices.npz,W_TOTAL_OP_TS101,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS102,multi_part_matrices.npz,W_TOTAL_OP_TS102,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS103,multi_part_matrices.npz,W_TOTAL_OP_TS103,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS104,multi_part_matrices.npz,W_TOTAL_OP_TS104,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS201,multi_part_matrices.npz,W_TOTAL_OP_TS201,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS202,multi_part_matrices.npz,W_TOTAL_OP_TS202,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS203,multi_part_matrices.npz,W_TOTAL_OP_TS203,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS204,multi_part_matrices.npz,W_TOTAL_OP_TS204,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS301,multi_part_matrices.npz,W_TOTAL_OP_TS301,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS302,multi_part_matrices.npz,W_TOTAL_OP_TS302,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS303,multi_part_matrices.npz,W_TOTAL_OP_TS303,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_OP_TS304,multi_part_matrices.npz,W_TOTAL_OP_TS304,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
W_TOTAL_RELEASE_04,multi_part_matrices.npz,W_TOTAL_RELEASE_04,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,Synthetic numerical-consistency matrix; not engineering measurement or online FE output.,PASS,,,SYNTHETIC_NUMERICAL_CONSISTENCY_CASE,False,,,,,
G_SMS_P_D_OP_TS301,multi_part_matrices.npz,G_SMS_P_D_OP_TS301,"[12, 2]",float64,mm_per_sms_coefficient,VL_CONTACT_ALL_12,SMS_LAYOUT_P_D_2,SYNTHETIC_PRECOMPUTED_VIRTUAL_SMS_TO_Q_MAPPING,Synthetic P_D virtual SMS mapping for TS301.,PASS,,OP_TS301,SYNTHETIC_DETERMINISTIC_VIRTUAL_SMS_ROLLING_CASE,False,P_D,SMS_REF_P_D_OPERATOR,DELTA_FROM_OPERATOR_REFERENCE,EFFECTIVE_MAPPING,False
G_SMS_P_D_OP_TS302,multi_part_matrices.npz,G_SMS_P_D_OP_TS302,"[12, 2]",float64,mm_per_sms_coefficient,VL_CONTACT_ALL_12,SMS_LAYOUT_P_D_2,SYNTHETIC_PRECOMPUTED_VIRTUAL_SMS_TO_Q_MAPPING,Synthetic P_D virtual SMS mapping for TS302.,PASS,,OP_TS302,SYNTHETIC_DETERMINISTIC_VIRTUAL_SMS_ROLLING_CASE,False,P_D,SMS_REF_P_D_OPERATOR,DELTA_FROM_OPERATOR_REFERENCE,EFFECTIVE_MAPPING,False
G_SMS_P_D_OP_TS303,multi_part_matrices.npz,G_SMS_P_D_OP_TS303,"[12, 2]",float64,mm_per_sms_coefficient,VL_CONTACT_ALL_12,SMS_LAYOUT_P_D_2,SYNTHETIC_PRECOMPUTED_VIRTUAL_SMS_TO_Q_MAPPING,Synthetic P_D virtual SMS mapping for TS303.,PASS,,OP_TS303,SYNTHETIC_DETERMINISTIC_VIRTUAL_SMS_ROLLING_CASE,False,P_D,SMS_REF_P_D_OPERATOR,DELTA_FROM_OPERATOR_REFERENCE,EFFECTIVE_MAPPING,False
G_SMS_P_D_OP_TS304,multi_part_matrices.npz,G_SMS_P_D_OP_TS304,"[12, 2]",float64,mm_per_sms_coefficient,VL_CONTACT_ALL_12,SMS_LAYOUT_P_D_2,SYNTHETIC_PRECOMPUTED_VIRTUAL_SMS_TO_Q_MAPPING,Synthetic P_D virtual SMS mapping for TS304.,PASS,,OP_TS304,SYNTHETIC_DETERMINISTIC_VIRTUAL_SMS_ROLLING_CASE,False,P_D,SMS_REF_P_D_OPERATOR,DELTA_FROM_OPERATOR_REFERENCE,EFFECTIVE_MAPPING,False
Q_PROCESS_ROLLING_ZERO,multi_part_matrices.npz,Q_PROCESS_ROLLING_ZERO,[12],float64,per_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_DETERMINISTIC_ROLLING_FIXTURE,Synthetic rolling matrix Q_PROCESS_ROLLING_ZERO.,PASS,,,SYNTHETIC_DETERMINISTIC_VIRTUAL_SMS_ROLLING_CASE,False,,,EXPLICIT_ZERO,EXPLICIT_ZERO_NO_EFFECT,False
J_SMS_ROLL_P_D,multi_part_matrices.npz,J_SMS_ROLL_P_D,"[3, 2]",float64,per_object_definition,KCP_SET_MULTIPART,SMS_LAYOUT_P_D_2,SYNTHETIC_DETERMINISTIC_ROLLING_FIXTURE,Synthetic rolling matrix J_SMS_ROLL_P_D.,PASS,,,SYNTHETIC_DETERMINISTIC_VIRTUAL_SMS_ROLLING_CASE,False,P_D,SMS_REF_P_D_OPERATOR,DELTA_FROM_OPERATOR_REFERENCE,SMS_TO_KCP_DIRECT,False
